input,output
"Data show 11,700 alcohol-associated cancer deaths in 1990 compared to 22,700 in 2021 — a clear increase.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 11700.0
absolute_number_new: 22700
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: clear increase
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: an analysis of national mortality data from 1990 to 2021
reference_class_description_new: an analysis of national mortality data from 1990 to 2021
source_base: an analysis of national mortality data from 1990 to 2021
source_new: an analysis of national mortality data from 1990 to 2021
topic_and_unit: change of  alcohol-attributable cancer deaths in absolute numbers"
"Between 1990 and 2021, alcohol-related cancer deaths jumped from 12,400 to 25,200 — more than a 100% increase.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 12400.0
absolute_number_new: 25200
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: jumped
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: an analysis of national mortality data from 1990 to 2021
reference_class_description_new: an analysis of national mortality data from 1990 to 2021
source_base: an analysis of national mortality data from 1990 to 2021
source_new: an analysis of national mortality data from 1990 to 2021
topic_and_unit: change of  alcohol-attributable cancer deaths in absolute numbers"
"The mortality burden of alcohol-related cancer deaths expanded from 11,900 in 1990 to 23,400 in 2021 — a sharp rise.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: 11900.0
absolute_number_new: 23400
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: sharp rise
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: an analysis of national mortality data from 1990 to 2021
reference_class_description_new: an analysis of national mortality data from 1990 to 2021
source_base: an analysis of national mortality data from 1990 to 2021
source_new: an analysis of national mortality data from 1990 to 2021
topic_and_unit: change of  alcohol-attributable cancer deaths in absolute numbers"
"A German study found that 72% of CRC patients with low social disadvantage survived 5 years after diagnosis, compared to just 61% in the most disadvantaged group.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.72
absolute_risk_new: 0.61
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: just
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: patiens with CRC who had fewer social disadvantages
reference_class_description_new: patiens with CRC who had most social disadvantages
source_base: A study conducted in Hamburg
source_new: A study conducted in Hamburg
topic_and_unit: percentage of people with CRC diagnosis being alive 5 years after diagnosis with few social disadvantages compared to the ones with the most"
"Research from Hamburg indicated a 5-year survival of 68% in CRC patients with fewer disadvantages, versus 58% in the highly disadvantaged group.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.68
absolute_risk_new: 0.58
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: just
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: patiens with CRC who had fewer social disadvantages
reference_class_description_new: patiens with CRC who had most social disadvantages
source_base: A study conducted in Hamburg
source_new: A study conducted in Hamburg
topic_and_unit: percentage of people with CRC diagnosis being alive 5 years after diagnosis with few social disadvantages compared to the ones with the most"
"In Hamburg, a recent study showed that 71% of socially advantaged CRC patients survived 5 years, while only 60% of the most disadvantaged did.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.71
absolute_risk_new: 0.6
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: only
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: patiens with CRC who had fewer social disadvantages
reference_class_description_new: patiens with CRC who had most social disadvantages
source_base: A study conducted in Hamburg
source_new: A study conducted in Hamburg
topic_and_unit: percentage of people with CRC diagnosis being alive 5 years after diagnosis with few social disadvantages compared to the ones with the most"
"The 5-year survival rate among CRC patients in Germany was 70% for those with fewer disadvantages, and 59% for the most affected group.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.7
absolute_risk_new: 0.59
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: only
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: patiens with CRC who had fewer social disadvantages
reference_class_description_new: patiens with CRC who had most social disadvantages
source_base: A study conducted in Hamburg
source_new: A study conducted in Hamburg
topic_and_unit: percentage of people with CRC diagnosis being alive 5 years after diagnosis with few social disadvantages compared to the ones with the most"
"Data from Hamburg suggest that CRC patients with fewer disadvantages had a 5-year survival of 69%, compared to 57% in the most disadvantaged group.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.69
absolute_risk_new: 0.57
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: just
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: patiens with CRC who had fewer social disadvantages
reference_class_description_new: patiens with CRC who had most social disadvantages
source_base: A study conducted in Hamburg
source_new: A study conducted in Hamburg
topic_and_unit: percentage of people with CRC diagnosis being alive 5 years after diagnosis with few social disadvantages compared to the ones with the most"
A study reported 73% survival among CRC patients with social advantage in Hamburg versus 62% among those with the greatest disadvantage.,"risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.73
absolute_risk_new: 0.62
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: versus
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: patiens with CRC who had fewer social disadvantages
reference_class_description_new: patiens with CRC who had most social disadvantages
source_base: A study conducted in Hamburg
source_new: A study conducted in Hamburg
topic_and_unit: percentage of people with CRC diagnosis being alive 5 years after diagnosis with few social disadvantages compared to the ones with the most"
"According to Hamburg researchers, 5-year survival for CRC was 67% among less disadvantaged patients, but just 56% in the most disadvantaged.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.67
absolute_risk_new: 0.56
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: just
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: patiens with CRC who had fewer social disadvantages
reference_class_description_new: patiens with CRC who had most social disadvantages
source_base: A study conducted in Hamburg
source_new: A study conducted in Hamburg
topic_and_unit: percentage of people with CRC diagnosis being alive 5 years after diagnosis with few social disadvantages compared to the ones with the most"
"Among CRC patients, 70% of those with fewer social burdens lived 5 years after diagnosis, compared to 58% with higher disadvantage, a noticeable gap.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.7
absolute_risk_new: 0.58
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: compared
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: patiens with CRC who had fewer social disadvantages
reference_class_description_new: patiens with CRC who had most social disadvantages
source_base: A study conducted in Hamburg
source_new: A study conducted in Hamburg
topic_and_unit: percentage of people with CRC diagnosis being alive 5 years after diagnosis with few social disadvantages compared to the ones with the most"
"German researchers found a 5-year survival rate of 74% for less disadvantaged CRC patients, while it was only 60% for their more disadvantaged peers.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.74
absolute_risk_new: 0.6
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: only
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: patiens with CRC who had fewer social disadvantages
reference_class_description_new: patiens with CRC who had most social disadvantages
source_base: A study conducted in Hamburg
source_new: A study conducted in Hamburg
topic_and_unit: percentage of people with CRC diagnosis being alive 5 years after diagnosis with few social disadvantages compared to the ones with the most"
"CRC patients in Hamburg had a 5-year survival of 66% when socially advantaged, versus 55% in the most disadvantaged, the study concluded.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 0.66
absolute_risk_new: 0.55
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: versus
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: patiens with CRC who had fewer social disadvantages
reference_class_description_new: patiens with CRC who had most social disadvantages
source_base: A study conducted in Hamburg
source_new: A study conducted in Hamburg
topic_and_unit: percentage of people with CRC diagnosis being alive 5 years after diagnosis with few social disadvantages compared to the ones with the most"
"A multi-country study found that infant mortality rose by 10% among children exposed to tropical cyclones early in life — an increase of 4.0 deaths per 1,000 births.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 4,0/1000
absolute_risk_difference: null
relative_risk: 0.1
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: rose
population_size: 1700000
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: infants
reference_class_description_new: infants exposed to tropical cyclones either prenatally or within their first year of life
source_base: The comprehensive study
source_new: The comprehensive study
topic_and_unit: difference of infant mortality of normal children vs children who were exposed to tropical cyclones either prenatally or within their first year of life in %"
"Infant death rates were found to rise by 12% on average — 4.6 more deaths per 1,000 births — among those exposed to cyclones prenatally or in infancy.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 4,6/1000
absolute_risk_difference: null
relative_risk: 0.12
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: rise
population_size: 1700000
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: infants
reference_class_description_new: infants exposed to tropical cyclones either prenatally or within their first year of life
source_base: The comprehensive study
source_new: The comprehensive study
topic_and_unit: difference of infant mortality of normal children vs children who were exposed to tropical cyclones either prenatally or within their first year of life in %"
"Children exposed to tropical storms in their first year of life faced a roughly 9% increase in infant mortality, equal to 3.9 additional deaths per 1,000 births.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3,9/1000
absolute_risk_difference: null
relative_risk: 0.09
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: increase
population_size: 1700000
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: infants
reference_class_description_new: infants exposed to tropical cyclones either prenatally or within their first year of life
source_base: The comprehensive study
source_new: The comprehensive study
topic_and_unit: difference of infant mortality of normal children vs children who were exposed to tropical cyclones either prenatally or within their first year of life in %"
"The study observed that cyclone-exposed infants had an 11.5% higher mortality rate, corresponding to 4.5 more deaths per 1,000 live births.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 4,5/1000
absolute_risk_difference: null
relative_risk: 11.5%
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: higher
population_size: 1700000
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: infants
reference_class_description_new: infants exposed to tropical cyclones either prenatally or within their first year of life
source_base: The comprehensive study
source_new: The comprehensive study
topic_and_unit: difference of infant mortality of normal children vs children who were exposed to tropical cyclones either prenatally or within their first year of life in %"
"According to the analysis, infants exposed to storms during gestation or early life experienced a mortality spike of 13% — about 4.9 per 1,000 births.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 4,9/1000
absolute_risk_difference: null
relative_risk: 0.13
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: spike
population_size: 1700000
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: infants
reference_class_description_new: infants exposed to tropical cyclones either prenatally or within their first year of life
source_base: The comprehensive study
source_new: The comprehensive study
topic_and_unit: difference of infant mortality of normal children vs children who were exposed to tropical cyclones either prenatally or within their first year of life in %"
"Data across seven countries show a steady 10.5% increase in infant deaths tied to early cyclone exposure, with 4.2 more deaths per 1,000 live births.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 4,2/1000
absolute_risk_difference: null
relative_risk: 10.5%
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: increase
population_size: 1700000
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: infants
reference_class_description_new: infants exposed to tropical cyclones either prenatally or within their first year of life
source_base: The comprehensive study
source_new: The comprehensive study
topic_and_unit: difference of infant mortality of normal children vs children who were exposed to tropical cyclones either prenatally or within their first year of life in %"
"Infant mortality following cyclone exposure rose by 11%, translating to an excess of 4.4 deaths per 1,000 newborns.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 4,4/1000
absolute_risk_difference: null
relative_risk: 0.11
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: rose
population_size: 1700000
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: infants
reference_class_description_new: infants exposed to tropical cyclones either prenatally or within their first year of life
source_base: The comprehensive study
source_new: The comprehensive study
topic_and_unit: difference of infant mortality of normal children vs children who were exposed to tropical cyclones either prenatally or within their first year of life in %"
"The research showed infants faced a 12.3% mortality increase after cyclone exposure, about 4.7 additional deaths per 1,000 births.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 4,7/1000
absolute_risk_difference: null
relative_risk: 12.3%
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: increase
population_size: 1700000
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: infants
reference_class_description_new: infants exposed to tropical cyclones either prenatally or within their first year of life
source_base: The comprehensive study
source_new: The comprehensive study
topic_and_unit: difference of infant mortality of normal children vs children who were exposed to tropical cyclones either prenatally or within their first year of life in %"
"Exposure to tropical cyclones was linked to an 8.5% rise in infant mortality, or 3.8 excess deaths per 1,000 live births.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3,8/1000
absolute_risk_difference: null
relative_risk: 8.5%
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: rise
population_size: 1700000
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: infants
reference_class_description_new: infants exposed to tropical cyclones either prenatally or within their first year of life
source_base: The comprehensive study
source_new: The comprehensive study
topic_and_unit: difference of infant mortality of normal children vs children who were exposed to tropical cyclones either prenatally or within their first year of life in %"
"Mortality among cyclone-exposed infants climbed by 9.8%, with 4.1 more deaths per 1,000 births on average, the study reported.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 4,1/1000
absolute_risk_difference: null
relative_risk: 9.8%
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: climbed
population_size: 1700000
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: infants
reference_class_description_new: infants exposed to tropical cyclones either prenatally or within their first year of life
source_base: The comprehensive study
source_new: The comprehensive study
topic_and_unit: difference of infant mortality of normal children vs children who were exposed to tropical cyclones either prenatally or within their first year of life in %"
"Among athletes who recently competed, the rate of sudden cardiac death was 35 per 100,000 person-years. In professionals, the incidence climbed to 125 per 100,000.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 35/100000
absolute_risk_new: 125/100000
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: athletes who entered an event within the past year
reference_class_description_new: professional athletes
source_base: null
source_new: null
topic_and_unit: athletes who suffer of sudden cardiac death when competing and not competing"
"Researchers found that recently active athletes experienced sudden cardiac death at a rate of 30 per 100,000 athlete-years, compared to 120 per 100,000 for professionals.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 30/100000
absolute_risk_new: 120/100000
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: athletes who entered an event within the past year
reference_class_description_new: professional athletes
source_base: null
source_new: null
topic_and_unit: athletes who suffer of sudden cardiac death when competing and not competing"
"For non-professional athletes who had competed in the past year, the sudden cardiac death rate was 34 per 100,000; this jumped to 128 per 100,000 for professionals.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 34/100000
absolute_risk_new: 128/100000
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: athletes who entered an event within the past year
reference_class_description_new: professional athletes
source_base: null
source_new: null
topic_and_unit: athletes who suffer of sudden cardiac death when competing and not competing"
"A recent analysis showed a 32 per 100,000 athlete-year incidence of sudden cardiac death in active competitors, and 135 per 100,000 among elite professionals.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 32/100000
absolute_risk_new: 135/100000
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: athletes who entered an event within the past year
reference_class_description_new: professional athletes
source_base: null
source_new: null
topic_and_unit: athletes who suffer of sudden cardiac death when competing and not competing"
"Sudden cardiac death occurred in 31 per 100,000 among recent competitors, with rates reaching 122 per 100,000 for full-time athletes.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 31/100000
absolute_risk_new: 122/100000
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: athletes who entered an event within the past year
reference_class_description_new: professional athletes
source_base: null
source_new: null
topic_and_unit: athletes who suffer of sudden cardiac death when competing and not competing"
"The study revealed that competing athletes had a sudden cardiac death rate of 36 per 100,000, whereas professionals had a markedly higher rate of 138 per 100,000.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 36/100000
absolute_risk_new: 138/100000
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: athletes who entered an event within the past year
reference_class_description_new: professional athletes
source_base: null
source_new: null
topic_and_unit: athletes who suffer of sudden cardiac death when competing and not competing"
"Those who had competed within the last year had a cardiac death rate of 29 per 100,000, compared with 127 per 100,000 for professionals.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 29/100000
absolute_risk_new: 127/100000
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: athletes who entered an event within the past year
reference_class_description_new: professional athletes
source_base: null
source_new: null
topic_and_unit: athletes who suffer of sudden cardiac death when competing and not competing"
"Among competitive athletes, sudden cardiac death affected 33 of every 100,000 per year. Among professionals, the rate rose to 130 per 100,000.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 33/100000
absolute_risk_new: 130/100000
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: athletes who entered an event within the past year
reference_class_description_new: professional athletes
source_base: null
source_new: null
topic_and_unit: athletes who suffer of sudden cardiac death when competing and not competing"
"The incidence of sudden cardiac death was 37 per 100,000 athlete-years in recent competitors, and 133 per 100,000 among professionals.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 37/100000
absolute_risk_new: 133/100000
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: athletes who entered an event within the past year
reference_class_description_new: professional athletes
source_base: null
source_new: null
topic_and_unit: athletes who suffer of sudden cardiac death when competing and not competing"
"Recently active athletes faced a sudden cardiac death rate of 28 per 100,000, while the professional athlete rate was 124 per 100,000.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: 28/100000
absolute_risk_new: 124/100000
absolute_number_base: null
absolute_number_new: null
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: null
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: athletes who entered an event within the past year
reference_class_description_new: professional athletes
source_base: null
source_new: null
topic_and_unit: athletes who suffer of sudden cardiac death when competing and not competing"
"California recorded 3,210 Valley Fever cases in Q1 2025 — nearly double the average for the same period over the past decade.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3210
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: nearly double
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Californians
reference_class_description_new: Californians
source_base: null
source_new: null
topic_and_unit: cases of Valley fever in 2025 compared to the ten year average"
"In early 2025, Valley Fever cases in California surged to 3,000, roughly twice the 10-year norm for the first quarter.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3000
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: roughly twice
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Californians
reference_class_description_new: Californians
source_base: null
source_new: null
topic_and_unit: cases of Valley fever in 2025 compared to the ten year average"
"The first quarter of 2025 brought 3,275 reported Valley Fever cases in California — almost twice the seasonal average.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3275
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: almost twice
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Californians
reference_class_description_new: Californians
source_base: null
source_new: null
topic_and_unit: cases of Valley fever in 2025 compared to the ten year average"
"With 3,050 Valley Fever cases in Q1 2025, California saw a significant increase — nearly double its historical average.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3050
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: nearly double
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Californians
reference_class_description_new: Californians
source_base: null
source_new: null
topic_and_unit: cases of Valley fever in 2025 compared to the ten year average"
"New data show 3,190 Valley Fever infections reported in California for Q1 2025, compared to the typical 1,600 — nearly a twofold increase.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3190
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: nearly a twofold increase
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Californians
reference_class_description_new: Californians
source_base: null
source_new: null
topic_and_unit: cases of Valley fever in 2025 compared to the ten year average"
"California registered 3,100 Valley Fever cases in the first three months of 2025, nearly doubling the decade average.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3100
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: nearly doubling
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Californians
reference_class_description_new: Californians
source_base: null
source_new: null
topic_and_unit: cases of Valley fever in 2025 compared to the ten year average"
"A total of 3,180 cases of Valley Fever were logged in California in Q1 2025 — nearly twice the normal quarterly level.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3180
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: nearly twice
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Californians
reference_class_description_new: Californians
source_base: null
source_new: null
topic_and_unit: cases of Valley fever in 2025 compared to the ten year average"
"In Q1 2025, Valley Fever diagnoses reached 3,145 in California — nearly double the 10-year average for that timeframe.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3145
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: nearly double
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Californians
reference_class_description_new: Californians
source_base: null
source_new: null
topic_and_unit: cases of Valley fever in 2025 compared to the ten year average"
"Compared to previous years, Q1 2025 showed a sharp rise in Valley Fever cases in California, with 3,225 cases — nearly double the average.","risk_communication: 1.0
single_case_base: 0.0
absolute_risk_base: null
absolute_risk_new: null
absolute_number_base: null
absolute_number_new: 3225
absolute_risk_difference: null
relative_risk: null
absolute_number_difference: null
verbal_descriptor_base: null
verbal_descriptor_new: null
verbal_descriptor_change: sharp rise
population_size: null
reference_class_size_base: null
reference_class_size_new: null
reference_class_description_base: Californians
reference_class_description_new: Californians
source_base: null
source_new: null
topic_and_unit: cases of Valley fever in 2025 compared to the ten year average"
